chinese-essencial-in-communication-3-thai-supermarket,超市,,chāoshì,supermarket,ซูเปอร์มาร์เก็ต,🛒,我去**超市**买菜。 (Wǒ qù **chāoshì** mǎi cài.) ฉันไปซื้อกับข้าวที่**ซูเปอร์มาร์เก็ต**,我去**超市**买菜。,Wǒ qù **chāoshì** mǎi cài.,ฉันไปซื้อกับข้าวที่**ซูเปอร์มาร์เก็ต**
chinese-essencial-in-communication-3-thai-restaurant,饭馆儿,,fànguǎnr,restaurant,ร้านอาหาร,🍽️,我们在**饭馆儿**吃饭。 (wǒ men zài **fànguǎnr** chīfàn.) เรากินข้าวที่**ร้านอาหาร**,我们在**饭馆儿**吃饭。,wǒ men zài **fànguǎnr** chīfàn.,เรากินข้าวที่**ร้านอาหาร**
chinese-essencial-in-communication-3-thai-to-taste,尝,,cháng,to taste,ชิม,👅,"你**尝**尝这个菜，很好吃。 (Nǐ **cháng** chang zhège cài, hěn hào chī.) คุณ**ลอง**ชิมอาหารจานนี้ดู อร่อยมาก",你**尝**尝这个菜，很好吃。,"Nǐ **cháng** chang zhège cài, hěn hào chī.",คุณ**ลอง**ชิมอาหารจานนี้ดู อร่อยมาก
chinese-essencial-in-communication-3-thai-house,房子,,fángzi,house,บ้าน,🏠,他買了一棟**房子**。 (Tā mǎile yī dòng **fángzi**.) เขาซื้อ**บ้าน**หนึ่งหลัง,他買了一棟**房子**。,Tā mǎile yī dòng **fángzi**.,เขาซื้อ**บ้าน**หนึ่งหลัง
chinese-essencial-in-communication-3-thai-suburban-district,郊区,,jiāoqū,suburban district,ชานเมือง,🌳,我住在**郊区**。 (Wǒ zhù zài **jiāoqū**.) ฉันอาศัยอยู่ใน**ชานเมือง**,我住在**郊区**。,Wǒ zhù zài **jiāoqū**.,ฉันอาศัยอยู่ใน**ชานเมือง**
chinese-essencial-in-communication-3-thai-beauty-parlor,美容院,,měiróngyuàn,beauty parlor,ร้านเสริมสวย,💅,我想去**美容院**。 (wǒ xiǎng qù **měiróngyuàn**.) ฉันอยากไป**ร้านเสริมสวย**,我想去**美容院**。,wǒ xiǎng qù **měiróngyuàn**.,ฉันอยากไป**ร้านเสริมสวย**
chinese-essencial-in-communication-3-thai-traffic,交通,,jiāotōng,traffic,การจราจร,🚦,北京的**交通**很方便。 (Běijīng de **jiāotōng** hěn fāngbiàn.) การ**คมนาคม**ในปักกิ่งสะดวกมาก,北京的**交通**很方便。,Běijīng de **jiāotōng** hěn fāngbiàn.,การ**คมนาคม**ในปักกิ่งสะดวกมาก
chinese-essencial-in-communication-3-thai-subway-station,地铁站,,dìtiě zhàn,subway station,สถานีรถไฟใต้ดิน,🚇,我在**地铁站**等你。 (Wǒ zài **dìtiězhàn** děng nǐ.) ฉันจะรอคุณที่**สถานีรถไฟใต้ดิน**,我在**地铁站**等你。,Wǒ zài **dìtiězhàn** děng nǐ.,ฉันจะรอคุณที่**สถานีรถไฟใต้ดิน**
chinese-essencial-in-communication-3-thai-town-city,城里,,chénglǐ,"town, city",ในเมือง,📍,我住在**城里**。 (Wǒ zhù zài **chéng lǐ**.) ฉันอาศัยอยู่ใน**เมือง**,我住在**城里**。,Wǒ zhù zài **chéng lǐ**.,ฉันอาศัยอยู่ใน**เมือง**
chinese-essencial-in-communication-3-thai-to-need-to-take,要,,yào,"to need, to take",ต้อง,⏳,我**要**去商店。 (wǒ **yào** qù shāngdiàn.) ฉัน**จะ**ไปร้านค้า,我**要**去商店。,wǒ **yào** qù shāngdiàn.,ฉัน**จะ**ไปร้านค้า
chinese-essencial-in-communication-3-thai-neighbor,邻居,,línjū,neighbor,เพื่อนบ้าน,🧑‍🤝‍🧑,我的**邻居**人很好。 (Wǒ de **línjū** rén hěn hǎo.) **เพื่อนบ้าน**ของฉันใจดีมาก,我的**邻居**人很好。,Wǒ de **línjū** rén hěn hǎo.,**เพื่อนบ้าน**ของฉันใจดีมาก
chinese-essencial-in-communication-3-thai-to-go-back,回,,huí,to go back,กลับ,🔙,我**回**家了。 (wǒ **huí** jiā le.) ฉัน**กลับ**บ้านแล้ว,我**回**家了。,wǒ **huí** jiā le.,ฉัน**กลับ**บ้านแล้ว
chinese-essencial-in-communication-3-thai-post-office,邮局,,yóujú,post office,ไปรษณีย์,📮,我去**邮局**寄信。 (wǒ qù **yóujú** jì xìn.) ฉันไป**ที่ทำการไปรษณีย์**เพื่อส่งจดหมาย,我去**邮局**寄信。,wǒ qù **yóujú** jì xìn.,ฉันไป**ที่ทำการไปรษณีย์**เพื่อส่งจดหมาย
chinese-essencial-in-communication-3-thai-to-fetch,取,,qǔ,to fetch,เอา,📥,我要**取**回我的书。 (Wǒ yào **qǔ** huí wǒ de shū.) ฉันต้องการ**เอา**หนังสือของฉันคืน,我要**取**回我的书。,Wǒ yào **qǔ** huí wǒ de shū.,ฉันต้องการ**เอา**หนังสือของฉันคืน
chinese-essencial-in-communication-3-thai-password,密码,,mìmǎ,password,รหัสผ่าน,🔒,请告诉我你的**密码**。 (Qǐng gào sù wǒ nǐ de **mìmǎ**.) โปรดบอก**รหัสผ่าน**ของคุณให้ฉันทราบ,请告诉我你的**密码**。,Qǐng gào sù wǒ nǐ de **mìmǎ**.,โปรดบอก**รหัสผ่าน**ของคุณให้ฉันทราบ
chinese-essencial-in-communication-3-thai-delivery-locker,快递柜,,kuàidìguì,delivery locker,ตู้รับพัสดุ,📦,包裹在**快递柜**里。 (Bāoguǒ zài **kuàidigùi** lǐ.) พัสดุอยู่ใน**ตู้เก็บของ**,包裹在**快递柜**里。,Bāoguǒ zài **kuàidigùi** lǐ.,พัสดุอยู่ใน**ตู้เก็บของ**
chinese-essencial-in-communication-3-thai-screen,屏幕,,píngmù,screen,หน้าจอ,🖥️,我的手机**屏幕**坏了。 (wǒ de shǒujī **píngmù** huàile.) หน้าจอโทรศัพท์ของฉันเสีย,我的手机**屏幕**坏了。,wǒ de shǒujī **píngmù** huàile.,หน้าจอโทรศัพท์ของฉันเสีย
chinese-essencial-in-communication-3-thai-to-fill-in,填,,tián,to fill in,กรอก,✍️,请**填**写表格。 (qǐng **tián** xiě biǎo gé.) กรุณา**กรอก**แบบฟอร์ม,请**填**写表格。,qǐng **tián** xiě biǎo gé.,กรุณา**กรอก**แบบฟอร์ม
chinese-essencial-in-communication-3-thai-chinese-dumpling,饺子,,jiǎozi,Chinese dumpling,เกี๊ยว,🥟,我喜欢吃**饺子**。 (Wǒ xǐhuān chī **jiǎozi**.) ฉันชอบกิน**เกี๊ยว**,我喜欢吃**饺子**。,Wǒ xǐhuān chī **jiǎozi**.,ฉันชอบกิน**เกี๊ยว**
chinese-essencial-in-communication-3-thai-just,刚,,gāng,just,เพิ่งจะ,⏱️,我**刚**到家。 (wǒ **gāng** dàojiā.) ฉันเพิ่ง**ถึง**บ้าน,我**刚**到家。,wǒ **gāng** dàojiā.,ฉันเพิ่ง**ถึง**บ้าน
chinese-essencial-in-communication-3-thai-relation,关系,,guānxi,relation,ความสัมพันธ์,🤝,今天是**阴天**。 (Jīntiān shì **yīntiān**.) วันนี้เป็นวัน**ท้องฟ้ามืดครึ้ม**,今天是**阴天**。,Jīntiān shì **yīntiān**.,วันนี้เป็นวัน**ท้องฟ้ามืดครึ้ม**
chinese-essencial-in-communication-3-thai-to-visit,看望,,kànwàng,to visit,เยี่ยม,🧑‍🤝‍🧑,我明天会去**看望**我的奶奶。 (Wǒ míngtiān huì qù **kànwàng** wǒ de nǎinai.) พรุ่งนี้ฉันจะไป**เยี่ยม**คุณย่าของฉัน,我明天会去**看望**我的奶奶。,Wǒ míngtiān huì qù **kànwàng** wǒ de nǎinai.,พรุ่งนี้ฉันจะไป**เยี่ยม**คุณย่าของฉัน
chinese-essencial-in-communication-3-thai-courtyard-house,四合院,,Sìhéyuàn,Courtyard house,บ้านจีนโบราณ,🏠,我家住在**四合院**里。 (Wǒ jiā zhù zài **sìhéyuàn** lǐ.) บ้านของฉันอยู่ใน**ซื่อเหอเยวี่ยน**,我家住在**四合院**里。,Wǒ jiā zhù zài **sìhéyuàn** lǐ.,บ้านของฉันอยู่ใน**ซื่อเหอเยวี่ยน**
chinese-essencial-in-communication-3-thai-courtyard,院儿,,yuànr,courtyard,"=AI(""Give the most accurate and common single Thai word or short phrase translation"",B107)",🪴,我们家的后**院儿**很大。 (Wǒmen jiā de hòu**yuànr** hěn dà.) สวนหลังบ้านของเราใหญ่มาก,我们家的后**院儿**很大。,Wǒmen jiā de hòu**yuànr** hěn dà.,สวนหลังบ้านของเราใหญ่มาก
chinese-essencial-in-communication-3-thai-north-facing-house,北房,,běifáng,north-facing house,บ้านทางเหนือ,↖️,我家住在**北房**。 (Wǒ jiā zhù zài **běi fáng**.) บ้านของฉันอยู่ทาง**ทิศเหนือ**,我家住在**北房**。,Wǒ jiā zhù zài **běi fáng**.,บ้านของฉันอยู่ทาง**ทิศเหนือ**
chinese-essencial-in-communication-3-thai-south-facing-house,南房,,nánfáng,south-facing house,ห้องใต้,↙️,我家在**南房**。 (Wǒ jiā zài **nánfáng**.) บ้านของฉันอยู่ทาง**ห้องใต้**,我家在**南房**。,Wǒ jiā zài **nánfáng**.,บ้านของฉันอยู่ทาง**ห้องใต้**
chinese-essencial-in-communication-3-thai-to-go-over,过去,,guòqu,to go over,ที่ผ่านมา,🚶,我**过去**常常去那里。 (Wǒ **guòqù** chángcháng qù nàlǐ.) ฉันเคยไปที่นั่นบ่อยๆ ใน**อดีต**,我**过去**常常去那里。,Wǒ **guòqù** chángcháng qù nàlǐ.,ฉันเคยไปที่นั่นบ่อยๆ ใน**อดีต**
chinese-essencial-in-communication-3-thai-to-post-to-send,寄,,jì,"to post, to send",ส่ง,📧,我把书**寄**给你。 (wǒ bǎ shū **jì** gěi nǐ.) ฉันจะ**ส่ง**หนังสือไปให้คุณ,我把书**寄**给你。,wǒ bǎ shū **jì** gěi nǐ.,ฉันจะ**ส่ง**หนังสือไปให้คุณ
chinese-essencial-in-communication-3-thai-measure-word-for-paper,张,,zhāng,(measure word for paper),ตระกูล,📄,这**张**桌子是我的。 (Zhè **zhāng** zhuōzi shì wǒ de.) โต๊ะตัว**นี้**เป็นของฉัน,这**张**桌子是我的。,Zhè **zhāng** zhuōzi shì wǒ de.,โต๊ะตัว**นี้**เป็นของฉัน
chinese-essencial-in-communication-3-thai-postcard,明信片,,míngxìnpiàn,postcard,โปสการ์ด,🖼️,我寄了一张**明信片**给我的朋友。 (Wǒ jìle yī zhāng **míngxìnpiàn** gěi wǒ de péngyǒu.) ฉันส่ง**ไปรษณียบัตร**ให้เพื่อนของฉัน,我寄了一张**明信片**给我的朋友。,Wǒ jìle yī zhāng **míngxìnpiàn** gěi wǒ de péngyǒu.,ฉันส่ง**ไปรษณียบัตร**ให้เพื่อนของฉัน
chinese-essencial-in-communication-3-thai-letter,信,,xìn,letter,จดหมาย,✉️,今天是**阴天**。 (Jīntiān shì **yīntiān**.) วันนี้เป็น**วันฟ้าครึ้ม**,今天是**阴天**。,Jīntiān shì **yīntiān**.,วันนี้เป็น**วันฟ้าครึ้ม**
chinese-essencial-in-communication-3-thai-water-transport,水路,,shuǐlù,water transport,เส้นทางน้ำ,🚢,这条**水路**很窄。 (Zhè tiáo **shuǐlù** hěn zhǎi.) ทาง**น้ำ**แคบมาก,这条**水路**很窄。,Zhè tiáo **shuǐlù** hěn zhǎi.,ทาง**น้ำ**แคบมาก
chinese-essencial-in-communication-3-thai-air-transport,航空,,hángkōng,air transport,การบิน,✈️,中国**航空**公司很大。 (Zhōngguó **hángkōng** gōngsī hěn dà.) บริษัท **การบิน** ของจีนใหญ่มาก,中国**航空**公司很大。,Zhōngguó **hángkōng** gōngsī hěn dà.,บริษัท **การบิน** ของจีนใหญ่มาก
chinese-essencial-in-communication-3-thai-stamp,邮票,,yóupiào,stamp,แสตมป์,🏷️,我喜欢收集**邮票**。 (Wǒ xǐhuān shōují **yóupiào**.) ฉันชอบสะสม**แสตมป์**,我喜欢收集**邮票**。,Wǒ xǐhuān shōují **yóupiào**.,ฉันชอบสะสม**แสตมป์**
chinese-essencial-in-communication-3-thai-parcel,包裹,,bāoguǒ,parcel,พัสดุ,🎁,这个**包裹**很重。 (Zhège **bāoguǒ** hěn zhòng.) **พัสดุ**นี้หนักมาก,这个**包裹**很重。,Zhège **bāoguǒ** hěn zhòng.,**พัสดุ**นี้หนักมาก
chinese-essencial-in-communication-3-thai-to-need,需要,,xūyào,to need,ต้องการ,🙏,我**需要**去洗手间。 (Wǒ **xūyào** qù xǐshǒujiān.) ฉัน**ต้องการ**ไปห้องน้ำ,我**需要**去洗手间。,Wǒ **xūyào** qù xǐshǒujiān.,ฉัน**ต้องการ**ไปห้องน้ำ
chinese-essencial-in-communication-3-thai-how-long,多长时间,,duō cháng shíjiān,how long,นานแค่ไหน,❓,你学中文**多长时间**了？ (nǐ xué zhōngwén **duō cháng shíjiān** le?) คุณเรียนภาษาจีนมา**นานแค่ไหน**แล้ว?,你学中文**多长时间**了？,nǐ xué zhōngwén **duō cháng shíjiān** le?,คุณเรียนภาษาจีนมา**นานแค่ไหน**แล้ว?
chinese-essencial-in-communication-3-thai-long,长,,cháng,long,ยาว,📏,她有**长**头发。 (Tā yǒu **cháng** tóufa.) เธอมีผม**ยาว**,她有**长**头发。,Tā yǒu **cháng** tóufa.,เธอมีผม**ยาว**
chinese-essencial-in-communication-3-thai-express-delivery,特快专递,,tèkuài zhuǎndì,express delivery,ไปรษณีย์ด่วนพิเศษ,🚀,我需要寄一份**特快专递**到上海。 (wǒ xū yào jì yī fèn **tè kuài zhuān dì** dào shàng hǎi.) ฉันต้องการส่งพัสดุ**ด่วนพิเศษ**ไปเซี่ยงไฮ้,我需要寄一份**特快专递**到上海。,wǒ xū yào jì yī fèn **tè kuài zhuān dì** dào shàng hǎi.,ฉันต้องการส่งพัสดุ**ด่วนพิเศษ**ไปเซี่ยงไฮ้
chinese-essencial-in-communication-3-thai-tea,茶叶,,cháyè,tea,ใบชา,🍵,我喜欢喝**茶叶**。 (wǒ xǐhuan hē **cháyè**.) ฉันชอบดื่ม**ชา**,我喜欢喝**茶叶**。,wǒ xǐhuan hē **cháyè**.,ฉันชอบดื่ม**ชา**
chinese-essencial-in-communication-3-thai-to-weigh,称,,chēng,to weigh,เรียกว่า,⚖️,他**称**赞这道菜很好吃。 (Tā **chēng**zàn zhè dào cài hěn hào chī.) เขา**ชื่นชม**ว่าอาหารจานนี้อร่อยมาก,他**称**赞这道菜很好吃。,Tā **chēng**zàn zhè dào cài hěn hào chī.,เขา**ชื่นชม**ว่าอาหารจานนี้อร่อยมาก
chinese-essencial-in-communication-3-thai-fast-mail,快递,,kuàidì,fast mail,ส่งด่วน,🏍️,我要寄**快递**。 (wǒ yào jì **kuài dì**.) ฉันต้องการส่ง**พัสดุ**ด่วน,我要寄**快递**。,wǒ yào jì **kuài dì**.,ฉันต้องการส่ง**พัสดุ**ด่วน
chinese-essencial-in-communication-3-thai-week,周,,zhōu,week,สัปดาห์,🗓️,今天我**周**游世界。 (Jīntiān wǒ **zhōu**yóu shìjiè.) วันนี้ฉันท่องเที่ยวรอบโลก**_**,今天我**周**游世界。,Jīntiān wǒ **zhōu**yóu shìjiè.,วันนี้ฉันท่องเที่ยวรอบโลก**_**
chinese-essencial-in-communication-3-thai-parcel-form,包裹单,,bāoguǒdān,parcel form,ใบส่งของ,📝,请给我您的**包裹单**。 (Qǐng gěi wǒ nín de **bāoguǒdān**.) โปรดให้ **ใบนำส่งพัสดุ** ของคุณกับฉัน,请给我您的**包裹单**。,Qǐng gěi wǒ nín de **bāoguǒdān**.,โปรดให้ **ใบนำส่งพัสดุ** ของคุณกับฉัน
chinese-essencial-in-communication-3-thai-addressee,收件人,,shōujiànrén,addressee,ผู้รับ,🏷️,请填写**收件人**的地址。 (qǐng tiánxiě **shōujiànrén** de dìzhǐ.) กรุณากรอกที่อยู่ของ**ผู้รับ**,请填写**收件人**的地址。,qǐng tiánxiě **shōujiànrén** de dìzhǐ.,กรุณากรอกที่อยู่ของ**ผู้รับ**
chinese-essencial-in-communication-3-thai-address,地址,,dìzhǐ,address,ที่อยู่,🗺️,我的**地址**是北京路1号。 (wǒ de **dì zhǐ** shì běi jīng lù yī hào.) ที่อยู่ของฉันคือถนนปักกิ่งหมายเลข 1.,我的**地址**是北京路1号。,wǒ de **dì zhǐ** shì běi jīng lù yī hào.,ที่อยู่ของฉันคือถนนปักกิ่งหมายเลข 1.
chinese-essencial-in-communication-3-thai-what-a-coincidence,真巧,,zhēn qiǎo,what a coincidence,บังเอิญ,😮,今天真巧。 (Jīntiān zhēn **qiǎo**.) **วันนี้**บังเอิญจัง,今天真巧。,Jīntiān zhēn **qiǎo**.,**วันนี้**บังเอิญจัง
chinese-essencial-in-communication-3-thai-us-dollar,美元,,Měiyuán,US dollar,ดอลลาร์สหรัฐ,💵,这是**美元**。 (Zhè shì **měiyuán**.) นี่คือ**ดอลลาร์**,这是**美元**。,Zhè shì **měiyuán**.,นี่คือ**ดอลลาร์**
chinese-essencial-in-communication-3-thai-exchange-rate,汇率,,huìlǜ,exchange rate,อัตราแลกเปลี่ยน,💱,今天的**汇率**是多少？ (Jīntiān de **huìlǜ** shì duōshǎo?) วันนี้**อัตราแลกเปลี่ยน**เท่าไหร่?,今天的**汇率**是多少？,Jīntiān de **huìlǜ** shì duōshǎo?,วันนี้**อัตราแลกเปลี่ยน**เท่าไหร่?
chinese-essencial-in-communication-3-thai-to-exchange,换,,huàn,to exchange,เปลี่ยน,↔️,请帮我**换**一下零钱。 (Qǐng bāng wǒ **huàn** yīxià língqián.) กรุณาช่วยฉัน**แลก**เงินหน่อย,请帮我**换**一下零钱。,Qǐng bāng wǒ **huàn** yīxià língqián.,กรุณาช่วยฉัน**แลก**เงินหน่อย
chinese-essencial-in-communication-3-thai-japanese-yen,日元,,Rìyuán,Japanese yen,เยน,💴,我需要把美元换成**日元**。 (Wǒ xūyào bǎ měiyuán huànchéng **rìyuán**.) ฉันต้องการแลกเงินดอลลาร์เป็น**เยน**,我需要把美元换成**日元**。,Wǒ xūyào bǎ měiyuán huànchéng **rìyuán**.,ฉันต้องการแลกเงินดอลลาร์เป็น**เยน**
chinese-essencial-in-communication-3-thai-yesterday,昨天,,zuótiān,yesterday,เมื่อวาน,⏪,我**昨天**去学校了。 (Wǒ **zuótiān** qù xuéxiàole.) ฉันไปโรงเรียนมา**เมื่อวานนี้**,我**昨天**去学校了。,Wǒ **zuótiān** qù xuéxiàole.,ฉันไปโรงเรียนมา**เมื่อวานนี้**
chinese-essencial-in-communication-3-thai-same,一样,,yīyàng,same,เหมือนกัน,👯,你和我长得**一样**。 (Nǐ hé wǒ zhǎng de **yīyàng**.) คุณกับฉันหน้าตา**เหมือนกัน**,你和我长得**一样**。,Nǐ hé wǒ zhǎng de **yīyàng**.,คุณกับฉันหน้าตา**เหมือนกัน**
chinese-essencial-in-communication-3-thai-department-store,百货商场,,bǎihuò shāngchǎng,department store,ห้างสรรพสินค้า,🛍️,我喜欢去**百货商场**买东西。 (Wǒ xǐhuān qù **bǎihuò shāngchǎng** mǎi dōngxi.) ฉันชอบไปซื้อของที่**ห้างสรรพสินค้า**,我喜欢去**百货商场**买东西。,Wǒ xǐhuān qù **bǎihuò shāngchǎng** mǎi dōngxi.,ฉันชอบไปซื้อของที่**ห้างสรรพสินค้า**
chinese-essencial-in-communication-3-thai-market-mall,商场,,shāngchǎng,"market, mall",ห้างสรรพสินค้า,🏬,我去**商场**买东西。 (Wǒ qù **shāngchǎng** mǎi dōngxi.) ฉันไปซื้อของที่**ห้างสรรพสินค้า**,我去**商场**买东西。,Wǒ qù **shāngchǎng** mǎi dōngxi.,ฉันไปซื้อของที่**ห้างสรรพสินค้า**
chinese-essencial-in-communication-3-thai-clothes-clothing,衣服,,yīfu,"clothes, clothing",เสื้อผ้า,👕,这件**衣服**很漂亮。 (zhè jiàn **yī fú** hěn piào liang.) ชุดนี้สวยมาก,这件**衣服**很漂亮。,zhè jiàn **yī fú** hěn piào liang.,ชุดนี้สวยมาก
chinese-essencial-in-communication-3-thai-franchised-store,专卖店,,zhuānmàidiàn,franchised store,ร้านเฉพาะ,💎,这是一家电器**专卖店**。 (Zhè shì yī jiā diànqì **zhuānmàidiàn**.) นี่คือร้านค้า**เฉพาะทาง**เครื่องใช้ไฟฟ้า,这是一家电器**专卖店**。,Zhè shì yī jiā diànqì **zhuānmàidiàn**.,นี่คือร้านค้า**เฉพาะทาง**เครื่องใช้ไฟฟ้า
chinese-essencial-in-communication-3-thai-sometimes,有时候,,yǒu shíhou,sometimes,บางครั้ง,🤷,我**有时候**会去公园散步。 (Wǒ **yǒushíhou** huì qù gōngyuán sànbù.) บางครั้งฉันจะไปเดินเล่นที่สวนสาธารณะ,我**有时候**会去公园散步。,Wǒ **yǒushíhou** huì qù gōngyuán sànbù.,บางครั้งฉันจะไปเดินเล่นที่สวนสาธารณะ
chinese-essencial-in-communication-3-thai-customize,定做,,dìngzuò,customize,สั่งทำ,🧵,我们可以为你**定做**一套西装。 (Wǒmen kěyǐ wéi nǐ **dìngzuò** yī tào xīzhuāng.) เราสามารถ**ตัดชุด**สูทให้คุณได้,我们可以为你**定做**一套西装。,Wǒmen kěyǐ wéi nǐ **dìngzuò** yī tào xīzhuāng.,เราสามารถ**ตัดชุด**สูทให้คุณได้
chinese-essencial-in-communication-3-thai-similar,差不多,,chàbuduō,similar,เกือบจะ,🆗,我的中文**差不多**。 (Wǒ de Zhōngwén **chàbuduō**.) ภาษาจีนของฉัน**เกือบจะ**ดีแล้ว,我的中文**差不多**。,Wǒ de Zhōngwén **chàbuduō**.,ภาษาจีนของฉัน**เกือบจะ**ดีแล้ว
chinese-essencial-in-communication-3-thai-to-deposit-money,存钱,,cún qián,to deposit money,เก็บเงิน,💰,我每个月都会**存钱**。 (Wǒ měi gè yuè dōu huì **cúnqián**.) ฉันจะ**เก็บเงิน**ทุกเดือน,我每个月都会**存钱**。,Wǒ měi gè yuè dōu huì **cúnqián**.,ฉันจะ**เก็บเงิน**ทุกเดือน
chinese-essencial-in-communication-3-thai-to-deposit,存,,cún,to deposit,เก็บ,🏦,请把钱**存**起来。 (Qǐng bǎ qián **cún** qǐlái.) กรุณา**เก็บ**เงินไว้,请把钱**存**起来。,Qǐng bǎ qián **cún** qǐlái.,กรุณา**เก็บ**เงินไว้
chinese-essencial-in-communication-3-thai-foreign-currency,外币,,wàibì,foreign currency,เงินตราต่างประเทศ,🌐,我需要兑换**外币**。 (Wǒ xūyào duìhuàn **wàibì**.) ฉันต้องการแลกเปลี่ยน**สกุลเงินต่างประเทศ**,我需要兑换**外币**。,Wǒ xūyào duìhuàn **wàibì**.,ฉันต้องการแลกเปลี่ยน**สกุลเงินต่างประเทศ**
chinese-essencial-in-communication-3-thai-bank-card,银行卡,,yínhángkǎ,bank card,บัตรเครดิต,💳,我需要一张**银行卡**。 (wǒ xū yào yī zhāng **yín háng kǎ**.) ฉันต้องการ**บัตรธนาคาร**,我需要一张**银行卡**。,wǒ xū yào yī zhāng **yín háng kǎ**.,ฉันต้องการ**บัตรธนาคาร**
chinese-essencial-in-communication-3-thai-to-manage,办,,bàn,to manage,ทำ,📝,"你**办**事，我放心。 (nǐ **bàn** shì, wǒ fàngxīn.) คุณ**จัดการ**เรื่องนี้ ผมวางใจ",你**办**事，我放心。,"nǐ **bàn** shì, wǒ fàngxīn.",คุณ**จัดการ**เรื่องนี้ ผมวางใจ
chinese-essencial-in-communication-3-thai-to-set-up,设置,,shèzhì,to set up,ตั้งค่า,⚙️,请**设置**一个闹钟。 (Qǐng **shèzhì** yīgè náozhōng.) กรุณา**ตั้ง**นาฬิกาปลุก,请**设置**一个闹钟。,Qǐng **shèzhì** yīgè náozhōng.,กรุณา**ตั้ง**นาฬิกาปลุก
chinese-essencial-in-communication-3-thai-to-withdraw-money,取钱,,qǔ qián,to withdraw money,ถอนเงิน,🏧,我要去银行**取钱**。 (Wǒ yào qù yínháng **qǔqián**.) ฉันจะไปธนาคารเพื่อ**ถอนเงิน**,我要去银行**取钱**。,Wǒ yào qù yínháng **qǔqián**.,ฉันจะไปธนาคารเพื่อ**ถอนเงิน**
chinese-essencial-in-communication-3-thai-overcoat,大衣,,dàyī,overcoat,เสื้อโค้ต,🧥,我穿上**大衣**去上班。 (wǒ chuān shàng **dàyī** qù shàngbān.) ฉันใส่**เสื้อโค้ท**ไปทำงาน,我穿上**大衣**去上班。,wǒ chuān shàng **dàyī** qù shàngbān.,ฉันใส่**เสื้อโค้ท**ไปทำงาน
chinese-essencial-in-communication-3-thai-to-suggest,建议,,jiànyì,to suggest,แนะนำ,🗣️,我有一个**建议**。 (Wǒ yǒu yí ge **jiànyì**.) ฉันมีข้อ**เสนอแนะ**,我有一个**建议**。,Wǒ yǒu yí ge **jiànyì**.,ฉันมีข้อ**เสนอแนะ**
chinese-essencial-in-communication-3-thai-youth,年轻人,,niánqīngrén,youth,คนหนุ่มสาว,🧑‍🤝‍🧑,我看到一群**年轻人**。 (wǒ kàn dào yī qún **niánqīngrén**.) ฉันเห็น**คนหนุ่มสาว**กลุ่มหนึ่ง,我看到一群**年轻人**。,wǒ kàn dào yī qún **niánqīngrén**.,ฉันเห็น**คนหนุ่มสาว**กลุ่มหนึ่ง
chinese-essencial-in-communication-3-thai-price,价钱,,jiàqián,price,ราคา,💲,这个苹果的**价钱**是多少？ (Zhège píngguǒ de **jiàqián** shì duōshao?) แอปเปิ้ลลูกนี้ราคาเท่าไหร่**คะ**?,这个苹果的**价钱**是多少？,Zhège píngguǒ de **jiàqián** shì duōshao?,แอปเปิ้ลลูกนี้ราคาเท่าไหร่**คะ**?
chinese-essencial-in-communication-3-thai-gift,礼物,,lǐwù,gift,ของขวัญ,🎁,我买了一个**礼物**送给她。 (Wǒ mǎi le yī gè **lǐwù** sòng gěi tā.) ฉันซื้อ**ของขวัญ**ให้เธอ,我买了一个**礼物**送给她。,Wǒ mǎi le yī gè **lǐwù** sòng gěi tā.,ฉันซื้อ**ของขวัญ**ให้เธอ
chinese-essencial-in-communication-3-thai-to-go-shopping,逛街,,guàngjiē,to go shopping,เดินช้อปปิ้ง,🛍️,我喜欢和朋友一起去**逛街**。 (Wǒ xǐhuān hé péngyǒu yīqǐ qù **guàngjiē**.) ฉันชอบไป**เดินช้อปปิ้ง**กับเพื่อน,我喜欢和朋友一起去**逛街**。,Wǒ xǐhuān hé péngyǒu yīqǐ qù **guàngjiē**.,ฉันชอบไป**เดินช้อปปิ้ง**กับเพื่อน
chinese-essencial-in-communication-3-thai-second-hand-store,旧货商店,,jiùhuò shāngdiàn,second-hand store,ร้านขายของเก่า,♻️,我喜欢去**旧货商店**淘旧物。 (wǒ xǐhuān qù **jiùhuò shāngdiàn** táo jiùwù.) ฉันชอบไปร้านขายของเก่าเพื่อหาของเก่า,我喜欢去**旧货商店**淘旧物。,wǒ xǐhuān qù **jiùhuò shāngdiàn** táo jiùwù.,ฉันชอบไปร้านขายของเก่าเพื่อหาของเก่า
chinese-essencial-in-communication-3-thai-to-stroll,逛,,guàng,to stroll,เดินเล่น,🚶,我喜欢**逛**街。 (Wǒ xǐhuān **guàng** jiē.) ฉันชอบ**เดินเล่น**,我喜欢**逛**街。,Wǒ xǐhuān **guàng** jiē.,ฉันชอบ**เดินเล่น**
chinese-essencial-in-communication-3-thai-old,老,,lǎo,old,แก่,👴,他是一个**老**人。 (Tā shì yī gè **lǎo** rén.) เขาเป็นคน**แก่**,他是一个**老**人。,Tā shì yī gè **lǎo** rén.,เขาเป็นคน**แก่**
